2.48E-01,-2.27E-01
2.35E-01,-2.30E-01
2.30E-01,-2.19E-01
2.21E-01,-2.34E-01
2.16E-01,-2.30E-01
1.76E-01,-1.68E-01
1.59E-01,-1.47E-01
1.46E-01,-1.40E-01
1.33E-01,-1.30E-01
8.43E-02,-8.46E-02
3.76E-02,-4.97E-02
3.06E-02,-4.06E-02
3.38E-02,-1.77E-02
-2.93E-02,2.26E-02
-2.26E-02,2.89E-02
-3.44E-02,1.59E-02
-4.97E-02,3.33E-02
-7.54E-02,6.25E-02
-6.40E-02,6.76E-02
-8.71E-02,9.26E-02
